Asset_ID,Hostname,IP_Address,Operating_System,Business_Owner,Environment,Severity,QID,CVE,Vulnerability_Title,CVSS_v3_Score,First_Detected,Last_Detected,Days_Open,Patch_Available,Exploit_Available,Threat_Intel_Flag,Risk_Score,Status,Remediation_Action,Due_Date,Scanner_Source
SRV-1104,API-UAT-0104,10.120.206.252,RHEL 9,David Walsh,Production,Critical,134470,CVE-2023-3519,Citrix ADC RCE,9.8,2026-04-10,2026-08-15,127,Yes,No,Low,976,Mitigated,Configuration fix,2026-09-18,Qualys
SRV-1105,DB-PRODUCTION-0105,10.116.120.175,RHEL 9,Aoife Ryan,UAT,Medium,389041,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-03-20,2026-08-13,148,Yes,Yes,Medium,846,Mitigated,Apply vendor patch,2026-10-08,Qualys
SRV-1106,DB-PRODUCTION-0106,10.89.243.241,RHEL 9,Michael Byrne,Production,High,231389,CVE-2020-1472,Zerologon,10.0,2026-05-29,2026-08-10,78,Yes,No,High,970,Mitigated,Upgrade package,2026-09-24,Qualys
SRV-1107,API-PRODUCTION-0107,10.44.169.160,Ubuntu 22.04,Laura Smith,Dev,Critical,395498,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-03-03,2026-08-10,165,Yes,Yes,High,775,Open,Upgrade package,2026-09-26,Qualys
SRV-1108,WEB-UAT-0108,10.228.161.140,Windows Server 2022,Michael Byrne,Test,Medium,228386,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-04-30,2026-07-27,107,No,No,Medium,941,Open,Apply vendor patch,2026-08-26,Qualys
SRV-1109,API-PRODUCTION-0109,10.81.221.184,Windows Server 2022,Aoife Ryan,Test,High,168559,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-04-18,2026-08-09,119,Yes,Yes,Medium,873,Open,Configuration fix,2026-08-23,Qualys
SRV-1110,DB-UAT-0110,10.222.158.108,Windows Server 2019,David Walsh,Dev,High,263952,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-07-09,2026-08-12,37,Yes,Yes,Medium,936,Mitigated,Configuration fix,2026-09-16,Qualys
SRV-1111,FILE-PRODUCTION-0111,10.56.150.91,Windows Server 2016,John Murphy,Dev,High,359467,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-07-22,2026-08-03,24,No,No,Low,994,Open,Apply vendor patch,2026-09-12,Qualys
SRV-1112,DB-PRODUCTION-0112,10.103.14.146,RHEL 9,Emma Kelly,Dev,Medium,390048,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-05-13,2026-07-22,94,Yes,Yes,Medium,911,Mitigated,Configuration fix,2026-10-03,Qualys
SRV-1113,WEB-PRODUCTION-0113,10.250.25.101,Windows Server 2022,Aoife Ryan,Dev,High,175637,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-03-08,2026-07-25,160,Yes,No,Low,778,Open,Apply vendor patch,2026-08-18,Qualys
SRV-1114,APP-PRODUCTION-0114,10.84.239.157,Windows Server 2022,David Walsh,Test,Medium,256884,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-04-15,2026-07-30,122,Yes,No,Low,918,Mitigated,Upgrade package,2026-09-15,Qualys
SRV-1115,FILE-UAT-0115,10.204.231.186,Ubuntu 22.04,John Murphy,Test,Critical,239214,CVE-2023-3519,Citrix ADC RCE,9.8,2026-05-22,2026-07-25,85,Yes,Yes,Low,944,In Progress,Deploy KB update,2026-09-18,Qualys
SRV-1116,APP-PRODUCTION-0116,10.147.243.180,Windows Server 2016,Emma Kelly,Production,Medium,331231,CVE-2021-44228,Log4Shell,10.0,2026-05-09,2026-08-11,98,Yes,No,High,1000,In Progress,Deploy KB update,2026-09-11,Qualys
SRV-1117,WEB-PRODUCTION-0117,10.133.54.144,Windows Server 2022,Niamh Murphy,Test,Medium,264496,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-04-16,2026-07-19,121,Yes,No,Low,794,In Progress,Upgrade package,2026-09-28,Qualys
SRV-1118,DB-UAT-0118,10.50.246.64,Windows Server 2022,Sean Kelly,Dev,Medium,217895,CVE-2023-3519,Citrix ADC RCE,9.8,2026-02-21,2026-07-26,175,Yes,No,Low,1000,Open,Configuration fix,2026-09-05,Qualys
SRV-1119,API-UAT-0119,10.230.102.210,Windows Server 2022,David Walsh,Dev,High,122054,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-06-05,2026-08-06,71,Yes,Yes,Medium,845,In Progress,Upgrade package,2026-10-02,Qualys
SRV-1120,DB-PRODUCTION-0120,10.28.158.190,RHEL 9,Emma Kelly,UAT,High,126615,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-03-30,2026-08-07,138,Yes,Yes,High,901,Open,Configuration fix,2026-09-06,Qualys
SRV-1121,WEB-PRODUCTION-0121,10.105.168.240,RHEL 8,Niamh Murphy,UAT,High,250599,CVE-2021-44228,Log4Shell,10.0,2026-02-21,2026-07-22,175,Yes,No,Low,967,Open,Apply vendor patch,2026-09-26,Qualys
SRV-1122,APP-PRODUCTION-0122,10.215.102.202,RHEL 8,David Walsh,Dev,High,119643,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-08-05,2026-08-13,10,Yes,No,Low,753,Mitigated,Apply vendor patch,2026-10-14,Qualys
SRV-1123,FILE-PRODUCTION-0123,10.218.130.120,Windows Server 2022,Emma Kelly,Production,High,273373,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-03-03,2026-07-29,165,Yes,No,Low,997,In Progress,Deploy KB update,2026-08-16,Qualys
SRV-1124,APP-PRODUCTION-0124,10.157.220.164,RHEL 8,Patrick Doyle,Dev,High,145475,CVE-2021-44228,Log4Shell,10.0,2026-05-31,2026-07-28,76,No,Yes,High,1000,Open,Configuration fix,2026-09-05,Qualys
SRV-1125,DB-UAT-0125,10.78.150.186,RHEL 9,John Murphy,Dev,Critical,288508,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-05-08,2026-08-08,99,Yes,Yes,Low,917,Open,Configuration fix,2026-09-04,Qualys
SRV-1126,DB-PRODUCTION-0126,10.164.235.241,Windows Server 2022,Aoife Ryan,UAT,High,214886,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-04-08,2026-07-17,129,Yes,No,High,950,In Progress,Upgrade package,2026-09-11,Qualys
SRV-1127,APP-PRODUCTION-0127,10.175.194.153,Windows Server 2016,Sean Kelly,Test,High,376914,CVE-2021-44228,Log4Shell,10.0,2026-04-16,2026-07-22,121,Yes,Yes,Low,1000,Open,Apply vendor patch,2026-10-08,Qualys
SRV-1128,APP-PRODUCTION-0128,10.84.219.134,RHEL 8,Sarah OBrien,UAT,Medium,356286,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-06-24,2026-07-28,52,Yes,No,High,768,In Progress,Deploy KB update,2026-09-17,Qualys
SRV-1129,DB-PRODUCTION-0129,10.102.66.210,Windows Server 2016,Emma Kelly,Production,High,123744,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-07-31,2026-08-01,15,No,No,Low,916,Open,Apply vendor patch,2026-10-14,Qualys
SRV-1130,FILE-PRODUCTION-0130,10.197.35.197,Ubuntu 22.04,Patrick Doyle,Dev,Medium,300529,CVE-2020-1472,Zerologon,10.0,2026-04-16,2026-08-14,121,No,No,Medium,986,Open,Deploy KB update,2026-09-26,Qualys
SRV-1131,API-PRODUCTION-0131,10.187.58.214,Windows Server 2016,John Murphy,Dev,High,342747,CVE-2023-3519,Citrix ADC RCE,9.8,2026-06-30,2026-07-29,46,No,No,High,980,Open,Configuration fix,2026-09-07,Qualys
SRV-1132,FILE-PRODUCTION-0132,10.62.53.18,Windows Server 2016,Laura Smith,Production,High,334063,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-07-17,2026-08-14,29,Yes,Yes,Low,944,Open,Configuration fix,2026-09-13,Qualys
SRV-1133,DB-PRODUCTION-0133,10.209.235.188,RHEL 9,Aoife Ryan,Dev,High,224205,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-07-31,2026-08-11,15,Yes,Yes,Low,924,Mitigated,Deploy KB update,2026-09-11,Qualys
SRV-1134,APP-UAT-0134,10.143.127.13,Windows Server 2022,Patrick Doyle,Dev,High,318274,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-03-25,2026-07-16,143,No,Yes,Medium,1000,In Progress,Deploy KB update,2026-10-03,Qualys
SRV-1135,APP-UAT-0135,10.235.15.144,RHEL 8,Patrick Doyle,UAT,High,303643,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-06-18,2026-08-06,58,Yes,No,High,790,In Progress,Apply vendor patch,2026-10-14,Qualys
SRV-1136,APP-PRODUCTION-0136,10.69.97.173,RHEL 9,Laura Smith,Production,Medium,138159,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-07-22,2026-07-29,24,Yes,Yes,Medium,922,Open,Upgrade package,2026-09-04,Qualys
SRV-1137,WEB-UAT-0137,10.235.63.179,RHEL 9,Emma Kelly,Test,High,225478,CVE-2020-1472,Zerologon,10.0,2026-06-27,2026-07-16,49,Yes,No,Medium,1000,In Progress,Upgrade package,2026-09-04,Qualys
SRV-1138,FILE-UAT-0138,10.235.53.95,Windows Server 2022,Patrick Doyle,Production,High,394924,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-04-09,2026-08-01,128,Yes,Yes,High,942,In Progress,Configuration fix,2026-09-03,Qualys
SRV-1139,APP-UAT-0139,10.141.168.242,Ubuntu 22.04,Aoife Ryan,Dev,Critical,356178,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-06-17,2026-08-03,59,No,No,High,932,Mitigated,Upgrade package,2026-08-26,Qualys
SRV-1140,WEB-PRODUCTION-0140,10.215.217.20,Ubuntu 22.04,John Murphy,Production,Medium,316212,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-04-11,2026-08-10,126,Yes,Yes,High,929,Mitigated,Deploy KB update,2026-08-16,Qualys
SRV-1141,API-UAT-0141,10.169.125.5,Windows Server 2016,Sean Kelly,Test,High,106213,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-05-11,2026-08-14,96,Yes,No,Low,939,In Progress,Apply vendor patch,2026-09-17,Qualys
SRV-1142,WEB-PRODUCTION-0142,10.135.39.62,Windows Server 2019,Laura Smith,Dev,Medium,285829,CVE-2023-3519,Citrix ADC RCE,9.8,2026-04-26,2026-07-21,111,Yes,No,High,952,In Progress,Configuration fix,2026-09-14,Qualys
SRV-1143,WEB-PRODUCTION-0143,10.24.104.98,RHEL 8,Sean Kelly,Test,High,129420,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-02-17,2026-08-08,179,Yes,Yes,High,738,In Progress,Configuration fix,2026-09-26,Qualys
SRV-1144,APP-PRODUCTION-0144,10.231.223.178,RHEL 9,Niamh Murphy,Dev,High,124411,CVE-2023-3519,Citrix ADC RCE,9.8,2026-07-21,2026-07-30,25,Yes,No,Low,935,Mitigated,Apply vendor patch,2026-08-27,Qualys
SRV-1145,FILE-PRODUCTION-0145,10.77.42.145,Windows Server 2019,Laura Smith,Test,High,383410,CVE-2023-3519,Citrix ADC RCE,9.8,2026-06-22,2026-07-28,54,Yes,No,Low,948,Open,Apply vendor patch,2026-09-17,Qualys
SRV-1146,APP-PRODUCTION-0146,10.88.155.197,RHEL 9,Laura Smith,Test,Medium,271115,CVE-2021-44228,Log4Shell,10.0,2026-08-01,2026-08-14,14,Yes,No,Medium,1000,In Progress,Deploy KB update,2026-09-07,Qualys
SRV-1147,API-UAT-0147,10.22.198.159,Windows Server 2022,Emma Kelly,Production,Medium,143011,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-04-26,2026-08-10,111,Yes,Yes,Medium,787,Mitigated,Deploy KB update,2026-10-02,Qualys
SRV-1148,DB-UAT-0148,10.93.195.70,Windows Server 2016,David Walsh,Production,High,198247,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-07-18,2026-08-13,28,No,No,Low,830,Mitigated,Configuration fix,2026-08-22,Qualys
SRV-1149,API-UAT-0149,10.222.99.4,Windows Server 2022,Patrick Doyle,Test,Critical,144406,CVE-2020-1472,Zerologon,10.0,2026-03-26,2026-08-13,142,Yes,Yes,Low,1000,In Progress,Deploy KB update,2026-08-24,Qualys
SRV-1150,APP-UAT-0150,10.71.108.77,RHEL 8,Sarah OBrien,Dev,High,231963,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-04-10,2026-08-11,127,Yes,No,Low,938,Mitigated,Deploy KB update,2026-09-14,Qualys
SRV-1151,API-UAT-0151,10.206.221.85,RHEL 8,Aoife Ryan,Test,Critical,171368,CVE-2020-1472,Zerologon,10.0,2026-08-13,2026-08-14,2,Yes,No,Low,992,Mitigated,Deploy KB update,2026-09-15,Qualys
SRV-1152,DB-UAT-0152,10.248.148.201,Windows Server 2019,Aoife Ryan,Test,Critical,246958,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-05-05,2026-07-16,102,No,No,High,970,Mitigated,Deploy KB update,2026-09-22,Qualys
SRV-1153,FILE-PRODUCTION-0153,10.113.205.75,Ubuntu 22.04,Sarah OBrien,Test,Critical,361778,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-03-27,2026-08-15,141,Yes,No,High,793,In Progress,Deploy KB update,2026-09-30,Qualys
SRV-1154,FILE-UAT-0154,10.137.130.237,Ubuntu 22.04,Patrick Doyle,Production,Medium,288496,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-07-27,2026-08-01,19,Yes,Yes,High,906,Mitigated,Upgrade package,2026-08-26,Qualys
SRV-1155,FILE-UAT-0155,10.248.204.111,Windows Server 2016,John Murphy,Production,High,235653,CVE-2021-44228,Log4Shell,10.0,2026-03-23,2026-07-26,145,Yes,Yes,Medium,1000,In Progress,Configuration fix,2026-09-14,Qualys
SRV-1156,DB-PRODUCTION-0156,10.124.27.76,RHEL 8,Sarah OBrien,Production,Medium,174278,CVE-2023-3519,Citrix ADC RCE,9.8,2026-02-19,2026-07-30,177,Yes,No,Medium,949,In Progress,Deploy KB update,2026-09-18,Qualys
SRV-1157,FILE-UAT-0157,10.18.77.12,Ubuntu 22.04,Sarah OBrien,Production,High,279871,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-07-21,2026-08-01,25,Yes,Yes,Low,922,Open,Deploy KB update,2026-09-20,Qualys
SRV-1158,APP-UAT-0158,10.162.48.48,Ubuntu 22.04,Patrick Doyle,Test,High,115305,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-04-27,2026-07-16,110,Yes,No,Low,919,In Progress,Configuration fix,2026-08-16,Qualys
SRV-1159,WEB-PRODUCTION-0159,10.205.224.138,Windows Server 2019,Aoife Ryan,Dev,High,203323,CVE-2021-44228,Log4Shell,10.0,2026-06-04,2026-07-22,72,No,Yes,Medium,1000,Mitigated,Configuration fix,2026-09-18,Qualys
SRV-1160,API-PRODUCTION-0160,10.90.91.217,RHEL 8,Laura Smith,UAT,High,255946,CVE-2021-44228,Log4Shell,10.0,2026-05-07,2026-07-27,100,Yes,Yes,Medium,1000,Open,Deploy KB update,2026-09-04,Qualys
SRV-1161,FILE-UAT-0161,10.153.36.148,RHEL 8,Patrick Doyle,UAT,Critical,355155,CVE-2020-1472,Zerologon,10.0,2026-02-18,2026-08-11,178,Yes,Yes,Medium,1000,In Progress,Deploy KB update,2026-08-27,Qualys
SRV-1162,WEB-UAT-0162,10.35.50.209,RHEL 8,Sean Kelly,Test,Medium,314504,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-03-09,2026-08-14,159,No,No,Low,975,In Progress,Configuration fix,2026-08-26,Qualys
SRV-1163,DB-PRODUCTION-0163,10.138.74.44,RHEL 8,Laura Smith,Test,High,388214,CVE-2020-1472,Zerologon,10.0,2026-06-19,2026-08-06,57,Yes,Yes,Medium,954,Mitigated,Upgrade package,2026-09-19,Qualys
SRV-1164,FILE-PRODUCTION-0164,10.189.213.168,Windows Server 2019,Michael Byrne,Production,Medium,335789,CVE-2023-3519,Citrix ADC RCE,9.8,2026-04-24,2026-07-29,113,Yes,No,High,957,In Progress,Apply vendor patch,2026-10-04,Qualys
SRV-1165,API-UAT-0165,10.43.158.36,Windows Server 2019,Emma Kelly,Production,High,398883,CVE-2023-3519,Citrix ADC RCE,9.8,2026-03-17,2026-07-24,151,Yes,No,Low,974,Mitigated,Deploy KB update,2026-09-05,Qualys
SRV-1166,WEB-PRODUCTION-0166,10.247.193.202,RHEL 8,John Murphy,Dev,High,166525,CVE-2021-44228,Log4Shell,10.0,2026-03-21,2026-08-07,147,Yes,Yes,High,1000,Mitigated,Upgrade package,2026-10-08,Qualys
SRV-1167,APP-UAT-0167,10.161.107.97,RHEL 8,Sarah OBrien,Production,Medium,311209,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-02-22,2026-08-03,174,Yes,No,Medium,922,In Progress,Upgrade package,2026-09-22,Qualys
SRV-1168,DB-PRODUCTION-0168,10.204.137.102,Windows Server 2019,Patrick Doyle,UAT,Medium,359373,CVE-2020-1472,Zerologon,10.0,2026-07-22,2026-07-23,24,Yes,No,Medium,1000,In Progress,Deploy KB update,2026-09-21,Qualys
SRV-1169,WEB-PRODUCTION-0169,10.26.161.201,RHEL 8,John Murphy,Production,High,182828,CVE-2023-3519,Citrix ADC RCE,9.8,2026-05-19,2026-07-18,88,No,No,High,1000,In Progress,Deploy KB update,2026-09-29,Qualys
SRV-1170,WEB-UAT-0170,10.65.22.96,Ubuntu 22.04,David Walsh,Production,Medium,307797,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-05-29,2026-08-10,78,Yes,Yes,Medium,895,Mitigated,Apply vendor patch,2026-09-30,Qualys
SRV-1171,API-PRODUCTION-0171,10.133.175.114,Windows Server 2016,John Murphy,Dev,Critical,163225,CVE-2020-1472,Zerologon,10.0,2026-04-14,2026-08-13,123,No,Yes,Medium,966,Open,Deploy KB update,2026-09-09,Qualys
SRV-1172,DB-UAT-0172,10.36.98.199,Windows Server 2019,David Walsh,Production,Medium,378139,CVE-2020-1472,Zerologon,10.0,2026-07-19,2026-08-12,27,Yes,Yes,Medium,990,In Progress,Deploy KB update,2026-09-25,Qualys
SRV-1173,FILE-PRODUCTION-0173,10.23.230.26,Windows Server 2019,Sarah OBrien,Test,Critical,284305,CVE-2021-44228,Log4Shell,10.0,2026-05-01,2026-07-27,106,No,No,High,1000,Open,Upgrade package,2026-09-26,Qualys
SRV-1174,API-UAT-0174,10.200.241.177,Windows Server 2016,Michael Byrne,UAT,High,371449,CVE-2020-1472,Zerologon,10.0,2026-03-14,2026-07-27,154,Yes,No,Medium,1000,Mitigated,Apply vendor patch,2026-10-05,Qualys
SRV-1175,APP-UAT-0175,10.164.153.19,RHEL 9,John Murphy,Dev,Medium,265922,CVE-2023-3519,Citrix ADC RCE,9.8,2026-04-10,2026-08-03,127,Yes,No,Low,944,In Progress,Upgrade package,2026-09-19,Qualys
SRV-1176,WEB-PRODUCTION-0176,10.151.18.4,Windows Server 2022,Emma Kelly,Production,Critical,131703,CVE-2021-44228,Log4Shell,10.0,2026-04-16,2026-07-16,121,No,No,Low,1000,Mitigated,Configuration fix,2026-09-12,Qualys
SRV-1177,API-PRODUCTION-0177,10.72.22.80,Windows Server 2016,Sean Kelly,UAT,High,181462,CVE-2021-44228,Log4Shell,10.0,2026-03-04,2026-07-29,164,Yes,No,Low,1000,Mitigated,Apply vendor patch,2026-09-04,Qualys
SRV-1178,WEB-UAT-0178,10.30.117.157,RHEL 9,John Murphy,Dev,High,192089,CVE-2021-44228,Log4Shell,10.0,2026-06-14,2026-08-14,62,Yes,Yes,Low,981,Open,Apply vendor patch,2026-08-26,Qualys
SRV-1179,DB-PRODUCTION-0179,10.96.33.192,Windows Server 2022,Sarah OBrien,Production,Medium,275642,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-04-03,2026-07-30,134,No,No,Low,930,Open,Upgrade package,2026-09-30,Qualys
SRV-1180,DB-PRODUCTION-0180,10.128.220.146,Windows Server 2019,Aoife Ryan,UAT,High,233754,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-04-09,2026-08-01,128,Yes,Yes,High,765,Mitigated,Apply vendor patch,2026-08-18,Qualys
SRV-1181,DB-UAT-0181,10.236.39.46,Windows Server 2016,Sean Kelly,Test,Medium,217710,CVE-2023-3519,Citrix ADC RCE,9.8,2026-06-13,2026-08-14,63,Yes,Yes,Medium,990,Mitigated,Upgrade package,2026-09-02,Qualys
SRV-1182,WEB-PRODUCTION-0182,10.58.206.133,Windows Server 2016,Patrick Doyle,Production,Critical,343843,CVE-2023-3519,Citrix ADC RCE,9.8,2026-05-11,2026-08-12,96,Yes,No,Medium,994,Open,Configuration fix,2026-08-16,Qualys
SRV-1183,API-PRODUCTION-0183,10.119.95.152,RHEL 8,Emma Kelly,UAT,High,178940,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-03-23,2026-07-21,145,Yes,No,High,968,Open,Upgrade package,2026-09-25,Qualys
SRV-1184,FILE-UAT-0184,10.27.53.136,Windows Server 2019,Patrick Doyle,Test,Medium,131402,CVE-2023-3519,Citrix ADC RCE,9.8,2026-08-12,2026-08-13,3,Yes,No,High,930,Open,Deploy KB update,2026-10-12,Qualys
SRV-1185,FILE-PRODUCTION-0185,10.149.25.130,Windows Server 2019,Patrick Doyle,Production,High,397701,CVE-2023-3519,Citrix ADC RCE,9.8,2026-02-16,2026-07-18,180,Yes,No,Low,977,Open,Deploy KB update,2026-09-03,Qualys
SRV-1186,DB-UAT-0186,10.116.70.60,Windows Server 2016,Emma Kelly,UAT,Medium,157133,CVE-2024-4577,PHP CGI Argument Injection RCE,9.8,2026-05-06,2026-07-24,101,Yes,Yes,High,1000,In Progress,Configuration fix,2026-09-05,Qualys
SRV-1187,APP-UAT-0187,10.79.119.68,Windows Server 2016,Sarah OBrien,UAT,Critical,259496,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-05-15,2026-07-16,92,Yes,Yes,Medium,928,Open,Apply vendor patch,2026-09-30,Qualys
SRV-1188,DB-UAT-0188,10.210.45.8,RHEL 8,Niamh Murphy,UAT,Medium,149663,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-05-05,2026-07-30,102,No,Yes,High,866,Open,Apply vendor patch,2026-08-19,Qualys
SRV-1189,FILE-UAT-0189,10.176.162.241,Ubuntu 22.04,Sarah OBrien,Dev,Medium,139314,CVE-2023-3519,Citrix ADC RCE,9.8,2026-06-19,2026-08-11,57,Yes,Yes,High,955,Mitigated,Configuration fix,2026-10-06,Qualys
SRV-1190,FILE-PRODUCTION-0190,10.44.237.147,RHEL 8,Patrick Doyle,Test,Critical,115457,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-05-22,2026-08-12,85,No,No,High,865,In Progress,Deploy KB update,2026-10-13,Qualys
SRV-1191,WEB-PRODUCTION-0191,10.166.76.128,RHEL 8,Sean Kelly,Test,High,131970,CVE-2023-23397,Outlook Privilege Escalation,9.1,2026-04-22,2026-07-18,115,Yes,No,Medium,879,Open,Configuration fix,2026-08-28,Qualys
SRV-1192,API-PRODUCTION-0192,10.98.201.183,Windows Server 2022,Niamh Murphy,Test,Medium,280372,CVE-2021-44228,Log4Shell,10.0,2026-04-02,2026-08-08,135,Yes,No,Medium,1000,Open,Apply vendor patch,2026-09-05,Qualys
SRV-1193,API-UAT-0193,10.197.150.60,Windows Server 2019,Sarah OBrien,UAT,High,226433,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-06-04,2026-08-14,72,Yes,Yes,High,760,Mitigated,Configuration fix,2026-09-07,Qualys
SRV-1194,API-UAT-0194,10.207.189.179,Windows Server 2022,Laura Smith,Production,Medium,284382,CVE-2023-3519,Citrix ADC RCE,9.8,2026-07-01,2026-08-10,45,Yes,Yes,Medium,960,Mitigated,Upgrade package,2026-08-27,Qualys
SRV-1195,APP-PRODUCTION-0195,10.135.123.1,Windows Server 2022,Laura Smith,UAT,Critical,168414,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-07-31,2026-08-08,15,Yes,Yes,Medium,907,Open,Apply vendor patch,2026-08-25,Qualys
SRV-1196,API-UAT-0196,10.246.19.96,Ubuntu 22.04,Patrick Doyle,Production,Medium,276454,CVE-2023-44487,HTTP/2 Rapid Reset DoS,7.5,2026-07-09,2026-07-22,37,Yes,No,High,714,Open,Configuration fix,2026-10-05,Qualys
SRV-1197,API-UAT-0197,10.58.171.151,Windows Server 2019,Patrick Doyle,Dev,Medium,254411,CVE-2021-44228,Log4Shell,10.0,2026-03-01,2026-08-05,167,Yes,Yes,Low,972,Open,Configuration fix,2026-10-09,Qualys
SRV-1198,DB-PRODUCTION-0198,10.164.145.27,RHEL 8,David Walsh,Dev,Medium,140793,CVE-2023-3519,Citrix ADC RCE,9.8,2026-08-06,2026-08-13,9,Yes,No,Medium,1000,Open,Apply vendor patch,2026-10-07,Qualys
SRV-1199,DB-PRODUCTION-0199,10.64.178.18,Windows Server 2022,Michael Byrne,Production,Medium,100671,CVE-2021-44228,Log4Shell,10.0,2026-05-21,2026-08-01,86,Yes,No,Medium,951,Mitigated,Configuration fix,2026-08-26,Qualys
SRV-1200,FILE-PRODUCTION-0200,10.213.123.202,RHEL 9,Emma Kelly,UAT,High,336604,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-05-10,2026-08-04,97,Yes,Yes,Medium,899,Open,Upgrade package,2026-09-01,Qualys
SRV-1201,APP-PRODUCTION-0201,10.141.242.230,Windows Server 2016,Aoife Ryan,Test,Critical,116249,CVE-2020-1472,Zerologon,10.0,2026-07-02,2026-07-18,44,No,Yes,Low,998,In Progress,Deploy KB update,2026-08-19,Qualys
SRV-1202,API-UAT-0202,10.170.73.77,Windows Server 2019,Sarah OBrien,Production,High,305993,CVE-2020-1472,Zerologon,10.0,2026-06-27,2026-08-02,49,No,Yes,High,1000,In Progress,Apply vendor patch,2026-09-12,Qualys
SRV-1203,FILE-PRODUCTION-0203,10.25.7.53,Windows Server 2019,Michael Byrne,Production,High,348287,CVE-2020-1472,Zerologon,10.0,2026-02-26,2026-07-26,170,Yes,No,Medium,1000,In Progress,Configuration fix,2026-10-12,Qualys
SRV-1204,APP-UAT-0204,10.227.98.95,Windows Server 2019,Niamh Murphy,Production,High,238042,CVE-2021-44228,Log4Shell,10.0,2026-03-03,2026-07-29,165,No,No,Medium,999,Open,Upgrade package,2026-09-21,Qualys
SRV-1205,WEB-UAT-0205,10.207.139.106,RHEL 9,Emma Kelly,Production,Critical,302955,CVE-2020-1472,Zerologon,10.0,2026-02-17,2026-07-25,179,No,No,Low,962,Open,Configuration fix,2026-09-04,Qualys
SRV-1206,API-PRODUCTION-0206,10.31.244.194,RHEL 8,David Walsh,UAT,High,211091,CVE-2020-1472,Zerologon,10.0,2026-08-06,2026-08-07,9,Yes,Yes,High,1000,In Progress,Apply vendor patch,2026-09-28,Qualys
SRV-1207,DB-UAT-0207,10.234.187.235,Windows Server 2016,Sarah OBrien,Test,High,391695,CVE-2024-3094,XZ Utils Backdoor Risk,8.8,2026-03-07,2026-08-11,161,No,No,Medium,906,Mitigated,Configuration fix,2026-10-13,Qualys
SRV-1208,API-UAT-0208,10.29.107.39,Windows Server 2019,Laura Smith,Production,Critical,155383,CVE-2023-3519,Citrix ADC RCE,9.8,2026-02-16,2026-07-27,180,Yes,No,Low,1000,In Progress,Configuration fix,2026-09-01,Qualys
